nombre_original;nombre_amigable;TAG MANTTO;TIPO;Material;TAMAÑOS;ANSI;OBSERVACIONES;TécniFicha;Imagen
Solid1_119;"TAPÓN DE 1/2"" CABEZA HEXAGONAL";;Tornillería;Acero,forjado;;;;;Activos/Imagenes/Esparrágo/TAPON01.png
          6_14;"VÁLVULA DE BOLA 3/4""";;Válvula de blqueo;Carbon steel;de 2 a 12 in;;Modelo: Bola flotante / Paso: Completo /Rating: #2000 , #3000, #6000;Activos/Documentos_Técnicos/Válvulas/TF-105.pdf;Activos/Imagenes/Valvulas/VB03.png
Solid2_6;"NIPLE ROSCADO 3/4""-2""";;Accesorios roscados;Génerico;;;;;Activos/Imagenes/Esparrágo/Niple01.png
Solid3_346;"BRIDA WN 2""-600";;Accesorios soldados;Acero, carbono;;;;;
Solid1_223;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_224;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_225;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_226;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_227;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_228;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_229;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_230;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_231;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_232;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_233;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_234;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_235;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_236;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_237;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_238;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_239;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_240;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_241;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_242;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_243;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_244;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_245;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_246;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_247;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_248;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_249;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_250;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_251;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_252;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_253;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_254;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_255;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_256;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_257;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_258;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_259;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_260;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_261;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_262;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_263;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_264;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_265;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_266;ESPARRÁGO BRIDA2-600;;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_598;"REGULADOR 2"" ";;Flujo axial;Acero, carbono;"de 2"" a 12""";300-600;TEMP: -20°F a 150 °F / Diferencial máximo: 1000 Psid / Tipo de Manga: 5 / 5L / 7 /;Activos/Documentos_Técnicos/Regulador/TF-101.pdf;Activos/Imagenes/Reguladores/REG01.png
Solid1_599;"REGULADOR 2"" ";;Flujo axial;Acero, carbono;"de 2"" a 12""";300-600;TEMP: -20°F a 150 °F / Diferencial máximo: 1000 Psid / Tipo de Manga: 5 / 5L / 7 /;Activos/Documentos_Técnicos/Regulador/TF-101.pdf;Activos/Imagenes/Reguladores/REG01.png
Solid1_24;CONECTOR RECTO 1-2;;Tornillería;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Solid1_434;"CODO 1/4""";;Accesorios roscados;Acero;;;;;Activos/Imagenes/Codos/CON-02.png
Solid1_436;"REGULADOR 1/2""";;Flujo axial;Acero, carbono;;300-600;TEMP: -20°F a 150 °F / Diferencial máximo: 1000 Psid / Tipo de Manga: 5 / 5L / 7 /;Activos/Documentos_Técnicos/Regulador/TF-101.pdf;Activos/Imagenes/Reguladores/REG01.png
Solid1_25;"CONECTOR RECTO 1/2""";;Tornillería;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Sólido6_2;BARRIDO DE TUBERÍA;;Tubería;Cobre;;;;;
Sólido1_8;"SOPORTE TUBO 4""";;Soportes;Génerico;;;;;
Sólido1_7;"SOPORTE TUBO 4""";;Soportes;Génerico;;;;;
Sólido1_28;"SOPORTE TUBO 4""";;Soportes;Génerico;;;;;
Solid1_112;"REDUCCIÓN CONCÉNTRICA 4"" X 2""";;Accesorios soldados;Acero, carbono;;;;;
Solid1_141;"TUBERÍA 4""";;"Tubería de acero al carbono sin
costuras o con costura longitudinal";Acero, carbono;De 2 a 49 in;;Normas de fabricación: API 5L / Modelos: R10 – R25 – R50 – FC /Grados: GRB, X42, X52, X60, X65;Activos/Documentos_Técnicos/Tuberías/TF-110.pdf;Activos/Imagenes/Tuberias/TUB1.png
Solid1_111;"REDUCCIÓN CONCÉNTRICA 4"" X 2""";;Accesorios soldados;Acero, carbono;;;;;
Solid1_110;"REDUCCIÓN CONCÉNTRICA 4"" X 2""";;Accesorios soldados;Acero, carbono;;;;;
Solid1_153;"TUBERÍA 4""";;"Tubería de acero al carbono sin
costuras o con costura longitudinal";Acero, carbono;De 2 a 49 in;;Normas de fabricación: API 5L / Modelos: R10 – R25 – R50 – FC /Grados: GRB, X42, X52, X60, X65;Activos/Documentos_Técnicos/Tuberías/TF-110.pdf;Activos/Imagenes/Tuberias/TUB1.png
Solid1_115;"REDUCCIÓN CONCÉNTRICA 4"" X 2""";;Accesorios soldados;Acero, carbono;;;;;
Solid1_116;"REDUCCIÓN CONCÉNTRICA 4"" X 2""";;Accesorios soldados;Acero, carbono;;;;;
Solid1_142;"TUBERÍA 4""";;"Tubería de acero al carbono sin
costuras o con costura longitudinal";Acero, carbono;De 2 a 49 in;;Normas de fabricación: API 5L / Modelos: R10 – R25 – R50 – FC /Grados: GRB, X42, X52, X60, X65;Activos/Documentos_Técnicos/Tuberías/TF-110.pdf;Activos/Imagenes/Tuberias/TUB1.png
Solid2_15;"NIPLE 3/4""";;Accesorios roscados;Génerico;;;;;Activos/Imagenes/Esparrágo/Niple01.png
Solid1_107;"REDUCCIÓN BUSHING 3/4"" X 1/2""";;Accesorios roscados;Acero, forjado;;;;;
351B297-1-solid1_3;MANÓMETRO 0-1200 psig;;Manómetro bourdon;316;de 4 a1/2 in;;Grado: ASME 2A / Escala: dual Psig/Bar / Conexión: 1/2 in MNPT;Activos/Documentos_Técnicos/Indicador presión/TF-106.pdf;Activos/Imagenes/Manómetros/PI01.png
484D215-1-solid1_3;MANÓMETRO 0-1200 psig;;Manómetro bourdon;316;de 4 a1/2 in;;Grado: ASME 2A / Escala: dual Psig/Bar / Conexión: 1/2 in MNPT;Activos/Documentos_Técnicos/Indicador presión/TF-106.pdf;Activos/Imagenes/Manómetros/PI01.png
302C209-1-solid1_3;MANÓMETRO 0-1200 psig;;Manómetro bourdon;316;de 4 a1/2 in;;Grado: ASME 2A / Escala: dual Psig/Bar / Conexión: 1/2 in MNPT;Activos/Documentos_Técnicos/Indicador presión/TF-106.pdf;Activos/Imagenes/Manómetros/PI01.png
     3_5;"VÁLVULA DE BOLA 3/4""";;Válvula de blqueo;Carbon steel;de 2 a 12 in;;Modelo: Bola flotante / Paso: Completo /Rating: #2000 , #3000, #6000;Activos/Documentos_Técnicos/Válvulas/TF-105.pdf;Activos/Imagenes/Valvulas/VB03.png
Sólido5_3;BARRIDO DE TUBERÍA;;Tubería;Cobre;;;;;
Sólido6 ;BARRIDO DE TUBERÍA;;Tubería;Cobre;;;;;
Sólido2_3;BARRIDO DE TUBERÍA;;Tubería;Cobre;;;;;
Sólido5_2;BARRIDO DE TUBERÍA;;Tubería;Cobre;;;;;
Sólido6_1;BARRIDO DE TUBERÍA;;Tubería;Cobre;;;;;
Sólido5_5;BARRIDO DE TUBERÍA;;Tubería;Cobre;;;;;
Sólido2_1;BARRIDO DE TUBERÍA;;Tubería;Cobre;;;;;
Sólido5_4;BARRIDO DE TUBERÍA;;Tubería;Cobre;;;;;
Solid1_10 ;"CODO 1/2"" 90°";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Codos/CON-02.png
Solid1_11;"CODO 1/2"" 90°";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Codos/CON-02.png
Solid1_6;"CODO 1/2"" 90°";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Codos/CON-02.png
Solid1_7;"CODO 1/2"" 90°";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Codos/CON-02.png
Solid1_14;"CONECTOR RECTO 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Solid1_15;"CONECTOR RECTO 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Solid1_16;"CONECTOR RECTO 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Solid1_17;"CONECTOR RECTO 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Solid1_18;"CONECTOR RECTO 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Solid1_14;"CONECTOR RECTO 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Solid1_26;"CONECTOR RECTO 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Solid1_23;"CONECTOR RECTO 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Solid1_12;"CONECTOR RECTO 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Solid1_130;"TEE 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-03.png
Solid1_131;"TEE 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-03.png
Solid1_13;"CONECTOR RECTO 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Solid1_442;"CODO 1/4""";;Accesorios roscados;Acero;;;;;Activos/Imagenes/Codos/CON-02.png
Solid1_444;"REGULADOR 1/2""";;Flujo axial;Acero, carbono;;300-600;TEMP: -20°F a 150 °F / Diferencial máximo: 1000 Psid / Tipo de Manga: 5 / 5L / 7 /;Activos/Documentos_Técnicos/Regulador/TF-101.pdf;Activos/Imagenes/Reguladores/REG01.png
Solid2_5;"NIPLE 3/4""";;Accesorios roscados;Génerico;;;;;Activos/Imagenes/Esparrágo/Niple01.png
     3_7;"VÁLVULA DE BOLA 3/4""";;Válvula de blqueo;Carbon steel;de 2 a 12 in;;Modelo: Bola flotante / Paso: Completo /Rating: #2000 , #3000, #6000;Activos/Documentos_Técnicos/Válvulas/TF-105.pdf;Activos/Imagenes/Valvulas/VB03.png
Solid1_105;"REDUCCIÓN BUSHING 3/4"" X 1/2""";;Accesorios roscados;Acero, forjado;;;;;
302C209-1-solid1_2;MANÓMETRO 0-1200 psig;;Manómetro bourdon;316;de 4 a1/2 in;;Grado: ASME 2A / Escala: dual Psig/Bar / Conexión: 1/2 in MNPT;Activos/Documentos_Técnicos/Indicador presión/TF-106.pdf;Activos/Imagenes/Manómetros/PI01.png
484D215-1-solid1_2;MANÓMETRO 0-1200 psig;;Manómetro bourdon;316;de 4 a1/2 in;;Grado: ASME 2A / Escala: dual Psig/Bar / Conexión: 1/2 in MNPT;Activos/Documentos_Técnicos/Indicador presión/TF-106.pdf;Activos/Imagenes/Manómetros/PI01.png
Solid1_432;"REGULADOR 1/2""";;Flujo axial;Acero, carbono;;300-600;TEMP: -20°F a 150 °F / Diferencial máximo: 1000 Psid / Tipo de Manga: 5 / 5L / 7 /;Activos/Documentos_Técnicos/Regulador/TF-101.pdf;Activos/Imagenes/Reguladores/REG01.png
Solid1_440;"REGULADOR 1/2""";;Flujo axial;Acero, carbono;;300-600;TEMP: -20°F a 150 °F / Diferencial máximo: 1000 Psid / Tipo de Manga: 5 / 5L / 7 /;Activos/Documentos_Técnicos/Regulador/TF-101.pdf;Activos/Imagenes/Reguladores/REG01.png
Solid1_430;"CODO 1/4""";;Accesorios roscados;Acero;;;;;Activos/Imagenes/Codos/CON-02.png
Solid1_438;"CODO 1/4""";;Accesorios roscados;Acero;;;;;Activos/Imagenes/Codos/CON-02.png
Solid1_27;"CONECTOR RECTO 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Solid1_114;"REDUCCIÓN CONCÉNTRICA 4"" X 2""";;Accesorios soldados;Acero, carbono;;;;;
Solid1_155;"TUBERÍA 4""";;"Tubería de acero al carbono sin
costuras o con costura longitudinal";Acero, carbono;De 2 a 49 in;;Normas de fabricación: API 5L / Modelos: R10 – R25 – R50 – FC /Grados: GRB, X42, X52, X60, X65;Activos/Documentos_Técnicos/Tuberías/TF-110.pdf;Activos/Imagenes/Tuberias/TUB1.png
Solid2_14;"NIPLE ROSCAD0 1/4""";;Accesorrios roscados;Génerico;;;;;Activos/Imagenes/Esparrágo/Niple01.png
Solid2_13;"NIPLE ROSCAD0 1/4""";;Accesorrios roscados;Génerico;;;;;Activos/Imagenes/Esparrágo/Niple01.png
Solid2_12;"NIPLE ROSCAD0 1/4""";;Accesorrios roscados;Génerico;;;;;Activos/Imagenes/Esparrágo/Niple01.png
Solid2_8;"NIPLE ROSCAD0 1/4""";;Accesorrios roscados;Génerico;;;;;Activos/Imagenes/Esparrágo/Niple01.png
Solid2_9;"NIPLE ROSCAD0 1/4""";;Accesorrios roscados;Génerico;;;;;Activos/Imagenes/Esparrágo/Niple01.png
Solid2_10;"NIPLE ROSCAD0 1/4""";;Accesorrios roscados;Génerico;;;;;Activos/Imagenes/Esparrágo/Niple01.png
     3_11;"VÁLVULA DE BOLA 3/4""";;Válvula de blqueo;Carbon steel;de 2 a 12 in;;Modelo: Bola flotante / Paso: Completo /Rating: #2000 , #3000, #6000;Activos/Documentos_Técnicos/Válvulas/TF-105.pdf;Activos/Imagenes/Valvulas/VB03.png
3;"VÁLVULA DE BOLA 3/4""";;Válvula de blqueo;Carbon steel;de 2 a 12 in;;Modelo: Bola flotante / Paso: Completo /Rating: #2000 , #3000, #6000;Activos/Documentos_Técnicos/Válvulas/TF-105.pdf;Activos/Imagenes/Valvulas/VB03.png
     3_10;"VÁLVULA DE BOLA 3/4""";;Válvula de blqueo;Carbon steel;de 2 a 12 in;;Modelo: Bola flotante / Paso: Completo /Rating: #2000 , #3000, #6000;Activos/Documentos_Técnicos/Válvulas/TF-105.pdf;Activos/Imagenes/Valvulas/VB03.png
     3_1;"VÁLVULA DE BOLA 3/4""";;Válvula de blqueo;Carbon steel;de 2 a 12 in;;Modelo: Bola flotante / Paso: Completo /Rating: #2000 , #3000, #6000;Activos/Documentos_Técnicos/Válvulas/TF-105.pdf;Activos/Imagenes/Valvulas/VB03.png
     3_2;"VÁLVULA DE BOLA 3/4""";;Válvula de blqueo;Carbon steel;de 2 a 12 in;;Modelo: Bola flotante / Paso: Completo /Rating: #2000 , #3000, #6000;Activos/Documentos_Técnicos/Válvulas/TF-105.pdf;Activos/Imagenes/Valvulas/VB03.png
     3_1;"VÁLVULA DE BOLA 3/4""";;Válvula de blqueo;Carbon steel;de 2 a 12 in;;Modelo: Bola flotante / Paso: Completo /Rating: #2000 , #3000, #6000;Activos/Documentos_Técnicos/Válvulas/TF-105.pdf;Activos/Imagenes/Valvulas/VB03.png
     3_3;"VÁLVULA DE BOLA 3/4""";;Válvula de blqueo;Carbon steel;de 2 a 12 in;;Modelo: Bola flotante / Paso: Completo /Rating: #2000 , #3000, #6000;Activos/Documentos_Técnicos/Válvulas/TF-105.pdf;Activos/Imagenes/Valvulas/VB03.png
484D215-1-solid1_1;MANÓMETRO 0-1200 psig;;Manómetro bourdon;316;de 4 a1/2 in;;Grado: ASME 2A / Escala: dual Psig/Bar / Conexión: 1/2 in MNPT;Activos/Documentos_Técnicos/Indicador presión/TF-106.pdf;Activos/Imagenes/Manómetros/PI01.png
302C209-1-solid1_1;MANÓMETRO 0-1200 psig;;Manómetro bourdon;316;de 4 a1/2 in;;Grado: ASME 2A / Escala: dual Psig/Bar / Conexión: 1/2 in MNPT;Activos/Documentos_Técnicos/Indicador presión/TF-106.pdf;Activos/Imagenes/Manómetros/PI01.png
302C209-1-solid1_4;MANÓMETRO 0-1200 psig;;Manómetro bourdon;316;de 4 a1/2 in;;Grado: ASME 2A / Escala: dual Psig/Bar / Conexión: 1/2 in MNPT;Activos/Documentos_Técnicos/Indicador presión/TF-106.pdf;Activos/Imagenes/Manómetros/PI01.png
484D215-1-solid1_4;MANÓMETRO 0-1200 psig;;Manómetro bourdon;316;de 4 a1/2 in;;Grado: ASME 2A / Escala: dual Psig/Bar / Conexión: 1/2 in MNPT;Activos/Documentos_Técnicos/Indicador presión/TF-106.pdf;Activos/Imagenes/Manómetros/PI01.png
Solid2_2;"NIPLE ROSCAD0 1/2""";;Accesorrios roscados;Génerico;;;;;Activos/Imagenes/Esparrágo/Niple01.png
Solid1_127;"TEE 1/2""";;Accesorrios roscados;Acero;;;;;Activos/Imagenes/Conector/CON-03.png
Solid2_1;"NIPLE ROSCAD0 1/2""";;Accesorrios roscados;Génerico;;;;;Activos/Imagenes/Esparrágo/Niple01.png
Solid1_128;"TEE 1/2""";;Accesorrios roscados;Acero;;;;;Activos/Imagenes/Conector/CON-03.png
302C209-1-solid1_4;MANÓMETRO 0-1200 psig;;Manómetro bourdon;316;de 4 a1/2 in;;Grado: ASME 2A / Escala: dual Psig/Bar / Conexión: 1/2 in MNPT;Activos/Documentos_Técnicos/Indicador presión/TF-106.pdf;Activos/Imagenes/Manómetros/PI01.png
484D215-1-solid1_4;MANÓMETRO 0-1200 psig;;Manómetro bourdon;316;de 4 a1/2 in;;Grado: ASME 2A / Escala: dual Psig/Bar / Conexión: 1/2 in MNPT;Activos/Documentos_Técnicos/Indicador presión/TF-106.pdf;
Solid1_28;"CONECTOR RECTO 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Sólido2_5;BARRIDO DE TUBERÍA;;Tubería;Cobre;;;;;
Solid1_22;"CONECTOR RECTO 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Solid1_625; ss-4-wvcr-6-400_02;;;Génerico;;;;;
Sólido3_1;BARRIDO DE TUBERÍA;;Tubería;Cobre;;;;;
Sólido1_17;REGISTRADOR ANALOGICO DE PRESIÓN;;Registrador de presión;Génerico;;;Rango de presión: 0-100 psi/0-300 psi/0-1000 psi (según modelo) / Elemento sensor: Tubo Bourdon;"Activos/Documentos_Técnicos/Registrador/TF-109.pdf""";Activos/Imagenes/REGISTRADOR/CTRL-01.png
Solid1_30;"CONECTOR RECTO 1/4""";;Tornillería;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Solid2_18;"VÁLVULA DE BOLA 2 CUERPOS 4""";VAL-101;Bola;WCB/XCC;de 2 a 12 in;150-300-600;Conexiones: FLG-RF x FLG-RF / Modelo: Side Entry;Activos/Documentos_Técnicos/Válvulas/TF-104.pdf;Activos/Imagenes/Valvulas/Valvulabola.png
Solid2_16;"VÁLVULA DE BOLA 2 CUERPOS 4""";VAL-101;Bola;WCB/XCC;de 2 a 12 in;150-300-600;Conexiones: FLG-RF x FLG-RF / Modelo: Side Entry;Activos/Documentos_Técnicos/Válvulas/TF-104.pdf;Activos/Imagenes/Valvulas/Valvulabola.png
Solid2_129;"VÁLVULA DE BOLA 2 CUERPOS 4""";VAL-101;Bola;WCB/XCC;de 2 a 12 in;150-300-600;Conexiones: FLG-RF x FLG-RF / Modelo: Side Entry;Activos/Documentos_Técnicos/Válvulas/TF-104.pdf;Activos/Imagenes/Valvulas/Valvulabola.png
Solid7_2;"TEE RECTA 4""";;Accesorios soldados;Acero, carbono;;;;;
Solid1_151;"TUBERÍA 4""";;"Tubería de acero al carbono sin
costuras o con costura longitudinal";Acero, carbono;De 2 a 49 in;;Normas de fabricación: API 5L / Modelos: R10 – R25 – R50 – FC /Grados: GRB, X42, X52, X60, X65;Activos/Documentos_Técnicos/Tuberías/TF-110.pdf;Activos/Imagenes/Tuberias/TUB1.png
Solid1_8;"CODO 1/2"" 90°";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Codos/CON-02.png
Solid1_108;"REDUCCIÓN BUSHING 3/4"" X 1/2""";;Accesorios roscados;Acero, forjado;;;;;
     3_4;"VÁLVULA DE BOLA 3/4""";;Válvula de blqueo;Carbon steel;de 2 a 12 in;;Modelo: Bola flotante / Paso: Completo /Rating: #2000 , #3000, #6000;Activos/Documentos_Técnicos/Válvulas/TF-105.pdf;Activos/Imagenes/Valvulas/VB03.png
Solid2_11;"NIPLE ROSCADO 3/4""-2""";;Accesorios roscados;Génerico;;;;;Activos/Imagenes/Esparrágo/Niple01.png
Sólido1_6;"SOPORTE TUBO 4""";;Soportes;Génerico;;;;;
Solid3_348;"BRIDA WN 4""";;Accesorios soldados;Acero, carbono;;;;;
Solid2_342;"ESPARRÁGO BRIDA 4""";;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_145;"TUBERÍA 4""";;"Tubería de acero al carbono sin
costuras o con costura longitudinal";Acero, carbono;De 2 a 49 in;;Normas de fabricación: API 5L / Modelos: R10 – R25 – R50 – FC /Grados: GRB, X42, X52, X60, X65;Activos/Documentos_Técnicos/Tuberías/TF-110.pdf;Activos/Imagenes/Tuberias/TUB1.png
Sólido1_22;MEDIDOR ROTATIVO G250;FET-456;Equipos;Génerico;;;;;
Sólido1_24;MEDIDOR ROTATIVO G250;FET-456;Equipos;Génerico;;;;;
Solid1_136;"TUBERÍA 4""";;"Tubería de acero al carbono sin
costuras o con costura longitudinal";Acero, carbono;De 2 a 49 in;;Normas de fabricación: API 5L / Modelos: R10 – R25 – R50 – FC /Grados: GRB, X42, X52, X60, X65;Activos/Documentos_Técnicos/Tuberías/TF-110.pdf;Activos/Imagenes/Tuberias/TUB1.png
Sólido1_9;"SOPORTE TUBO 4""";;Soportes;Génerico;;;;;
Solid2_131;"VÁLVULA DE BOLA 2 CUERPOS 4""";VAL-101;Bola;WCB/XCC;de 2 a 12 in;150-300-600;Conexiones: FLG-RF x FLG-RF / Modelo: Side Entry;Activos/Documentos_Técnicos/Válvulas/TF-104.pdf;Activos/Imagenes/Valvulas/Valvulabola.png
Sólido1_12;SPECTACLE BLIND 4 ANSI 150;;Equipos;Génerico;;;;;Activos/Imagenes/Valvulas/SPEC01.png
Solid2_344;"ESPARRÁGO BRIDA 4""";;Tornillería;Génerico;;;;;Activos/Imagenes/Esparrágo/ESP01.png
Solid1_1;"CODO 4""-90°";;Accesorios soldados;Acero,Carbono;;;;;Activos/Imagenes/Codos/CODO-02.png
Solid1_21;"CONECTOR RECTO 1/2""";;Accesorios roscados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
Sólido6_3;BARRIDO DE TUBERÍA;;Tubería;Cobre;;;;;
Solid1_9;"CODO 1/2"" 90°";;Accesorios soldados;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Codos/CON-02.png
Solid1_522;MANIFOLD 3 VIAS;;Equipos;Génerico;;;;;Activos/Imagenes/Manija/MAN01.png
Solid1_525;"TAPÓN 1/2"" ";;Tornillería;Acero;;;;;Activos/Imagenes/Esparrágo/TAPON01.png
Solid1_676;MANIJA GAUGE VALVE;;Accesorios roscados;Acero inoxidable;;;;;Activos/Imagenes/Manija/MAN01.png
